lat,lon,rainfall,temp,humidity,dist_river,element,id,landuse,building_density
30.35,78.14999999999996,76,305.47,13,969.5788436324111,way,996065764,residential,0.0
30.37,77.95,91,307.83,11,1600.262898560988,way,132610154,forest,0.0
30.37,77.95,91,307.83,11,1600.262898560988,way,132610154,forest,0.0
30.37,77.97,53,307.46,11,31.212384256678376,way,132610154,forest,0.0
30.37,77.97,53,307.46,11,31.212384256678376,way,132610154,forest,0.0
30.37,77.99,44,307.46,11,282.0549030991253,way,435998144,forest,0.0
30.37,78.00999999999999,0,307.11,11,53.63132467118062,way,435998144,forest,1.0
30.37,78.02999999999999,82,306.17,12,684.8683946326635,relation,6466214,forest,0.0
30.37,78.04999999999998,0,306.17,12,235.57565147890813,relation,6466214,forest,0.0
30.37,78.06999999999998,0,306.29,12,12.885361108509821,way,675658610,construction,8.0
30.37,78.08999999999997,0,306.29,12,491.68776375918344,way,489247418,commercial,1.0
30.37,78.10999999999997,0,305.9,13,125.86350558487393,way,104652661,residential,0.0
30.37,78.12999999999997,0,304.17,14,1313.5702889387524,way,995615124,residential,0.0
30.37,78.14999999999996,0,304.17,14,202.13542918319874,way,103379563,farmland,0.0
30.39,77.95,50,307.43,11,1880.1926718668637,way,132610154,forest,0.0
30.39,77.95,50,307.43,11,1880.1926718668637,way,132610154,forest,0.0
30.39,77.97,0,306.73,11,7.692018006209942,way,435996689,forest,0.0
30.39,77.99,0,306.73,11,341.6435790654941,way,132610154,forest,0.0
30.39,77.99,0,306.73,11,341.6435790654941,way,132610154,forest,0.0
30.39,78.00999999999999,0,306.82,12,989.6105403575104,way,132610154,forest,0.0
30.39,78.00999999999999,0,306.82,12,989.6105403575104,way,132610154,forest,0.0
30.39,78.02999999999999,48,306.54,12,20.480891502543574,relation,6466214,forest,0.0
30.39,78.04999999999998,71,306.54,12,147.6739473602886,way,1274650407,construction,0.0
30.39,78.06999999999998,0,305.55,13,40.599218500106645,way,1274650410,construction,0.0
30.39,78.08999999999997,0,305.55,13,577.0951772121022,way,1274650438,construction,1.0
30.39,78.10999999999997,0,304.58,13,1151.810140968833,way,995615124,residential,0.0
30.39,78.12999999999997,0,303.37,15,171.976207505534,way,995615124,residential,0.0
30.39,78.14999999999996,0,303.37,15,1386.4515979816024,way,103379563,farmland,0.0
30.41,77.95,0,306.18,11,1064.298436930284,way,132610154,forest,0.0
30.41,77.95,0,306.18,11,1064.298436930284,way,132610154,forest,0.0
30.41,77.97,24,305.49,11,642.1002790859644,way,435996689,forest,7.0
30.41,77.99,0,305.49,11,4.455178891375454,way,132610154,forest,0.0
30.41,77.99,0,305.49,11,4.455178891375454,way,132610154,forest,0.0
30.41,78.00999999999999,0,304.12,12,44.934461852514204,way,132610154,forest,0.0
30.41,78.00999999999999,0,304.12,12,44.934461852514204,way,132610154,forest,0.0
30.41,78.02999999999999,0,303.35,13,636.5921226160235,way,435998142,forest,0.0
30.41,78.04999999999998,0,303.35,13,372.4605572184682,way,435998142,forest,0.0
30.41,78.06999999999998,0,301.63,13,773.7571611440859,way,1274650436,construction,55.0
30.41,78.08999999999997,0,301.63,13,278.1298149996055,way,1274650420,construction,0.0
30.41,78.10999999999997,55,300.17,14,743.9992852435121,way,1274650421,construction,0.0
30.41,78.12999999999997,62,300.15,16,154.81080248287518,way,1291802309,construction,0.0
30.41,78.14999999999996,0,300.15,16,819.4837670563788,way,103379563,farmland,0.0
30.43,77.95,0,306.18,11,252.67578638763135,way,435994972,forest,0.0
30.43,77.95,0,306.18,11,252.67578638763135,way,435994972,forest,0.0
30.43,77.97,70,305.49,11,714.6134287831163,way,132610154,forest,0.0
30.43,77.97,70,305.49,11,714.6134287831163,way,132610154,forest,0.0
30.43,77.99,0,305.49,11,201.32419694968792,way,132610154,forest,0.0
30.43,77.99,0,305.49,11,201.32419694968792,way,132610154,forest,0.0
30.43,78.00999999999999,0,304.12,12,132.28042571908816,way,132610154,forest,0.0
30.43,78.00999999999999,0,304.12,12,132.28042571908816,way,132610154,forest,0.0
30.43,78.02999999999999,55,303.35,13,238.28105244042476,way,435998142,forest,0.0
30.43,78.04999999999998,0,303.35,13,352.94124729575447,way,435998142,forest,0.0
30.43,78.06999999999998,0,301.63,13,174.84195416899874,way,1274650424,quarry,0.0
30.43,78.08999999999997,0,301.63,13,224.31207396146598,way,1414880201,plant_nursery,0.0
30.43,78.10999999999997,0,300.17,14,665.9352534361866,way,1414880201,plant_nursery,0.0
30.43,78.12999999999997,0,300.15,16,56.21175347164884,way,1291802309,construction,0.0
30.43,78.14999999999996,64,300.15,16,355.7258424101183,way,1291802309,construction,0.0
30.45,77.95,37,304.48,11,90.92343481277803,way,132610154,forest,0.0
30.45,77.95,37,304.48,11,90.92343481277803,way,132610154,forest,0.0
30.45,77.97,0,299.18,12,141.8081687985777,way,132610154,forest,0.0
30.45,77.97,0,299.18,12,141.8081687985777,way,132610154,forest,0.0
30.45,77.99,57,299.18,12,691.3932781608669,way,132610154,forest,0.0
30.45,77.99,57,299.18,12,691.3932781608669,way,132610154,forest,0.0
30.45,78.00999999999999,0,300.88,12,14.323226986919247,way,132610154,forest,0.0
30.45,78.00999999999999,0,300.88,12,14.323226986919247,way,132610154,forest,0.0
30.45,78.02999999999999,0,298.44,13,973.9052043997458,way,132610154,forest,0.0
30.45,78.02999999999999,0,298.44,13,973.9052043997458,way,132610154,forest,0.0
30.45,78.04999999999998,0,298.44,13,1106.3621876787222,way,1036291692,grass,0.0
30.45,78.06999999999998,0,297.48,14,1677.092197632473,way,1374927571,residential,1.0
30.45,78.08999999999997,0,297.48,14,341.6528489043667,way,1374927576,residential,4.0
30.45,78.10999999999997,0,297.13,15,411.43930637126294,way,1374927576,residential,1.0
30.45,78.12999999999997,0,298.34,17,492.68907471710054,way,1374927576,residential,0.0
30.45,78.14999999999996,0,298.34,17,21.560876141582764,way,1291802309,construction,0.0
